epoch,train_loss,val_loss,val_acc,val_f1,val_balanced_acc
1,0.37433076166623347,0.34316795117951726,0.8783783783783784,0.881578947368421,0.8837295006449235
2,0.16801397552764094,0.30672079354927345,0.8783783783783784,0.8846153846153846,0.8811498065229408
3,0.13253207127186092,0.31261438544134834,0.8851351351351351,0.89171974522293,0.8873226460291137
4,0.11206434188863716,0.3323332645200394,0.8851351351351351,0.89171974522293,0.8873226460291137
5,0.09238343051559217,0.42467497601299675,0.8851351351351351,0.8903225806451613,0.888612493090105
6,0.09006135628835575,0.3846983129309641,0.8851351351351351,0.89171974522293,0.8873226460291137
7,0.07793603089914934,0.3798994613257614,0.8918918918918919,0.8974358974358975,0.8947853325962778
8,0.05734747195163289,0.4585515913125631,0.8851351351351351,0.8903225806451613,0.888612493090105
9,0.05696330122599328,0.4909697766541629,0.8445945945945946,0.8553459119496856,0.8451262207481113
10,0.048334312367227836,0.5143620170954917,0.8716216216216216,0.8758169934640523,0.8762668140777594
11,0.03575963391041433,0.5797451440798672,0.8581081081081081,0.8662420382165605,0.8600515938824396
12,0.04506058816017734,0.5840780612937099,0.8581081081081081,0.8695652173913043,0.8574718997604569
